序号,MD5,名称,介绍,模型UID,模型参数及说明,是否有示例数据（资源）,display_name_en
1,6d5b39c521ff401cf5be921180e1c151,1978Texas冬小麦产量区域尺度的估计,,16488859-aaab-4b71-80b2-57bd214dffd5,"输入: a-回归系数(REAL), b-回归系数(REAL), c-回归系数(REAL), y-农业气象学模型的估计结果(REAL), I_green-MSS数据得到的绿度指数值(REAL) | 输出: double-小麦产量(REAL)",,1978 Texas Winter Wheat Yield Estimation
80,c5a41383e088dfd1c29fcff22b5d5be2,Vollenweider方程,,b6137b23-0202-498a-9c94-e306df214670,"输入: I_5-中午太阳周围每小时单位面积上的太阳辐射(REAL), P_1-PI的值(REAL), T-以小时为单位的白昼时间(REAL), L_1-以小时为单位的白昼长度(REAL) | 输出: I_4-任何一小时中每单位面积的太阳辐射(REAL)",,Vollenweider Equation
81,8b0b49a6dc6e3d3d2fb62588f76760e8,VolterraDx,,71652937-6f00-4f33-b282-91128a932545,"输入: a-食饵内禀增长率(REAL), b-食饵自抑制项(REAL), c-食饵的相互作用项系数(REAL), x-食饵密度(REAL), y-捕食者密度(REAL) | 输出: double-VolterraDx(REAL)",,Volterra Prey Equation (dx)
82,2c10229d70e2b4e8b5098d0bd8da8299,VolterraDy,,ab0e5d64-7efe-4042-833b-5e03ec8cc542,"输入: e-捕食者死亡率(REAL), c1-捕食者(REAL), x-食饵密度(REAL), y-捕食者密度(REAL) | 输出: double-VolterraDy(REAL)",,Volterra Predator Equation (dy)
83,027ef0f9dea665b859feab6bdbe7f903,Watkinson,,06b90d7b-8c99-46de-9af3-ec4c39c831c3,"输入: Nc-农作物密度(REAL), Nw-杂草密度(REAL), w-孤立的农作物的产量(REAL), a-农作物产量对农作物密度响应的方式(REAL), a1-一个农作物和杂草等量化的量度(REAL), b-它表明农作物产量在密度高时会降低并刻画了资源的利用率(REAL) | 输出: double-每单位面积上农作物产量的量度(REAL)",,Watkinson Crop-Weed Competition Model
84,bb9f58908eed42f551e95d1ed0967ece,Whittaker相似性指数,,42bc06be-0de0-4b0b-ad73-b82b8d162a16,"输入: s-a,b群落中相对应的种数(INT), a[]-物种a在群落中的比例(REAL_ARRAY), b[]-物种b在群落中的比例(REAL_ARRAY) | 输出: double-Whittaker相似性指数(REAL)",,Whittaker Similarity Index
85,1e37cfe224d91ac5f54c445a573e2ddc,X平方检验模型,,6fa8f985-25a1-4e82-91fc-2f3e72c4f648,"输入: a-两个种都存在的样方数目(REAL), b-B种存在而A种不存在的样方数目(REAL), c-A种存在而B种不存在的样方数目(REAL), d-两个种都不存在的样方数年(REAL), n-取样总数(REAL) | 输出: X平方检验值-Xp(REAL)",,Chi-Square Test Model
86,14739fcdb4073892dd700e9791792871,alpha-beta滤波器的Z域闭环传输函数H(Z)模型,,4d389266-e150-4be4-916f-cd48acc9a481,"输入: alpha-高度平滑系数(REAL), beta-速度平滑系数(REAL), Z-高度(REAL) | 输出: double-接收回波的平均功率(REAL)",,Alpha-Beta Filter Z-Domain Closed-Loop Transfer Function H(Z) Model
87,40aa7b3f939c07f8eb2c9c230082de42,gam对坡度的校正模型,,91d4fa91-84f7-42d4-ac2d-160f0666938c,"输入: gam-单位半径产生的回转球状体图像的面积(REAL), alp-坡度角(REAL), thet-坡度与太阳方位角间的差值(REAL) | 输出: gam1-单位半径产生的回转球状体图像的面积对坡度校正(REAL)",,Gamma Slope Correction Model
88,8a8387aee3b9f4fc8b23a0d37ef7522d,i地区消费者用于j商业中心的购物费用,,040f868f-9ead-41b2-a5e0-3740c503a253,"输入: P_ij-i地区消费者光顾j商业中心的概率(REAL), S_j-j商业中心的吸引力(REAL), D_ij-i居住区到j商业中心的距离(REAL), alpha-经验系数(REAL), beta-经验系数(REAL), C_i-i居住区购物总开支(REAL) | 输出: double-i地区消费者用于j商业中心的购物费用(REAL)",,Shopping Cost From Region I To Center J
89,a2d0e3a95c25e852b432c1f2f0ab4f65,一个测量集合的平均值,,30e4aa9e-d6d3-4a70-af74-ad2446c8ccef,"输入: Nn0i-水平方向均匀、完全无云时的辐射度(REAL), Nci-水平方向均匀、完全云遮盖时的辐射度(REAL), A-在高度z处一层无限薄的、非散射的、随机分布的黑云的有效百分比(REAL) | 输出: double-一个测量集合的平均值(REAL)",,Mean Of A Measurement Set
90,02a6841c1b36c8c80142fbbec27d0927,一个灰体的辐射LGB,,ae55f7f6-2bd5-40bd-9f30-354a114f9efe,"输入: Epsi-表面发射率(REAL), beta-常数(REAL), alpha-常数(REAL), tt-运动学温度(REAL), lambda-发射的辐射波长(REAL) | 输出: LGB-灰体的辐射(REAL)",,Graybody Radiance (LGB) Formula
91,5406924e6a16663b5a31829e5e07e13e,一个由粒子组成的介质的双向反射系数函数,,4f5fccf0-2c1c-41c5-afc9-fb6e6d44976d,"输入: b-构成表面的粒子的平均单重散射反射率(REAL), c-入射光线与出射光线间的相角(REAL), w-顶角(REAL), g-观察顶角(REAL), i-相对于太阳的方位角来说观察的方位角(REAL), e-相关系数(REAL), psi-相关系数(REAL), S0-相关系数(REAL), h-相关系数(REAL) | 输出: double-在顶角为i的阳光照射下、观察顶角为e时表面的双向反射系数(REAL)",,Bidirectional Reflectance Function For A Particulate Medium
92,eaa5902868ba1ea479dc365f66108373,一维辐射传输方程,,5724cc65-1d94-4d9b-9dd8-f4fb276bf103,"输入: Ke-削弱系数(REAL), Ks-散射削弱系数(REAL), Lomega-omega方向传输的辐射亮度(REAL), Pomega-散射相位函数(REAL) | 输出: double-omega方向传输的辐射亮度的变化率(REAL)",,One-Dimensional Radiative Transfer Equation
93,2e4981cf4072589c9a70c29b3da610ba,一致性系数,,f1f181a7-8985-492a-ae23-e249c0c6b91e,"输入: C[]-C[]存在度大于41%的植物种的存在度(REAL_ARRAY), d-样方的平均种数(INT), l-存在度大于41%的种数(INT), e-种类最丰富的样地种数(INT), g-种类最贫乏的样地种数(INT) | 输出: double-一致性系数(REAL)",,Consistency Coefficient
94,0769d29c752779f0bc6f48ce115f20d9,一般谱波分析模型,,2e72acb1-18ee-4136-8662-62144263bfca,"输入: a0-参数(REAL), a-参数(REAL_ARRAY), w-参数(REAL_ARRAY), b-参数(REAL_ARRAY), p-参数(INT), k-参数(INT), t-参数(REAL) | 输出: xt-结果(REAL)",,General Spectral Wave Analysis Model
95,78a7d990d7e00d5fdf532e41a5dde69b,七星瓢虫分布型的判定模型--从种群扩散型指数判定，Morisita指数I模型,,7821de91-84aa-4e11-81ed-a7fa7363872c,"输入: xi-每个样方的个体数(INT), n-抽样数(INT), N-总个体数(INT) | 输出: I-Morisita指数I(INT)",,Morisita Dispersion Index I
96,bc294c1f286b9b6ce16e1230d2d75826,七星瓢虫分布型的判定模型--从种群扩散型指数判定，扩散指数C模型,,d039d085-f767-4f5c-991c-4ffa9260aee2,"输入: S2-方差(REAL), x_-样方平均值(REAL) | 输出: C-扩散指数(REAL)",,Dispersion Index C
97,3a3d5ea98d86f3381afc1fb5c5c44f70,七星瓢虫分布型的判定模型--从种群的平均密度和平均拥挤度判定，平均拥挤度m模型,,64be8e09-30ce-40c9-96a5-cb4cb6146132,"输入: N-总个体数(INT), xi-每个样方的个体数(INT) | 输出: m_-平均拥挤度(REAL)",,Mean Crowding (m) Model
98,953e4a9189000c9e377199e6a1cefc5b,七星瓢虫分布型的判定模型--从种群的平均密度和平均拥挤度判定，改进的Iawom-m模型,,7316422a-9731-41f6-a007-db8ad6b733a3,"输入: alpfa-基本集合度指数(REAL), bata-参数(REAL), gama-参数(REAL), delta-参数(REAL), m-参数(REAL) | 输出: m_-平均拥挤度(REAL)",,Improved Iwao M Model
99,3e4bcc125d91c4c7c0d1184fc0fc5b8f,三维立方体体元双线型插值公式,,a7383079-1764-4036-b0b1-2b733f1cd11a,"输入: Cijk-在立体空间内ijk处点邻近的8个点，其次序为C(i,j,k),C(i+1,j,k),C(i,j+1,k),C(i,j,k+1),C(i+1,j+1,k),C(i+1,j,k+1),C(i+1,j+1,k+1)(REAL_ARRAY) | 输出: double-插值结果(REAL)",,Trilinear Interpolation Formula For 3D Voxels
100,13dd4dacffa4f7eb938f9101cfade34e,三角形植被指数,,4bf1e5be-f8a1-4589-8e37-897402a7bd07,"输入: Rnir-近红外波段峰值(REAL), Rgreen-绿波段峰值(REAL), Rred-绿波段峰值(REAL) | 输出: Itv-三角形植被指数(REAL)",,Triangular Vegetation Index
101,b356c3ae498e77ee811ab04f628bd8a3,上升速度,,e910a5a5-792c-49bd-aa47-8393ba55033d,"输入: C-粘虫的飞翔力(REAL), B-为粘虫获得的抬升或下沉的附加力(REAL), Vp-常数(REAL), f-常数(REAL) | 输出: double-上升速度(REAL)",,Ascent Velocity
102,625a360e57e8354726012ea9dc61bbb2,上边界模型,,ae151e54-38dc-4d8f-ae72-b2b5908b1f81,"输入: r1-比例因子(REAL), delt_t-时间变化量(REAL), c-参数(REAL), P-热惯量(REAL), a-参数(REAL), u1-[in](REAL_ARRAY), u2-[in](REAL_ARRAY), j-参数(INT) | 输出: bool-是否符合(INT)",,Upper Boundary Model
103,bc0fa2c9e448a9db69e51f2bf6da86db,下边界模型,,ce27b461-9876-43db-a0da-f78031c83119,"输入: u-岩石表面绝对温度(REAL), T0-熔点(REAL) | 输出: bool-是否符合(INT)",,Lower Boundary Model
104,246fe674f112808954925efefe1d8c1e,不同放牧强度下成对群落的排序间距模型,,cbdbf319-3b55-46c4-8a9e-df2213a0948d,"输入: dx-x轴上群落间距(REAL), dy-y轴上群落间距(REAL) | 输出: D-排序间距(REAL)",,Rank Spacing Model For Paired Communities Under Grazing
105,690019e2fa3e6e2bdf862ad59c7a04e8,不同放牧强度下的植物群落的不吻合性差度值e(t)模型,,9b2b0893-7b72-4d24-9d30-eba488f589ca,"输入: Dai-群落a与所求群落间的相异系数(REAL), xi-植物群落沿x轴对群落a的距离x(REAL) | 输出: et-植物群落的不吻合性差度值(REAL)",,Community Discordance Measure e(t) Model Under Grazing
106,8e56ee5af38ec5c50b3fa92b91d6c545,不现植物群落种-多度分布模型,,7626245a-6001-48e2-bd38-75b8744bd384,"输入: S0-众数倍频程上种数的估计值(REAL), a-参数(REAL), R-第R个倍频程种(REAL) | 输出: SR-第R个倍频程种的数目(REAL)",,Species Abundance Distribution Model
107,e876a210eee6731f3733184e9102bf23,与不可解释的变异数有关的泰勒的局部非均衡系数,,84023117-64a0-449e-bfe6-e86478c4379b,"输入: est[]-从固定衰退模型得到的i点的估计值(REAL_ARRAY), Obs[]-i点观测值(REAL_ARRAY), SSPE-预订误差的平方和(REAL), n-观测点的数量(INT) | 输出: Ue-与不可解释的变异数有关的泰勒的局部非均衡系数(REAL)",,Taylor Local Unsystematic Inequality Coefficient
108,d93a602ac021223d9ba61a0f04502713,与固定模型的斜率(beta)和1:1线性关系有关的泰勒的局部非均衡系数,,83a4ad8a-d0f3-441d-8c12-8d25d358e9cf,"输入: beta-固定模型的斜率(REAL), Pre[]-i点预测值(REAL_ARRAY), PRE-预测值的平均数(REAL), SSPE-预订误差的平方和(REAL), n-观测点的数量(INT) | 输出: Ubeta1-与固定模型的斜率(beta)和1:1线性关系有关的泰勒的局部非均衡系数(REAL)",,Taylor Local Inequality Coefficient For Slope And 1:1 Line
109,a0b1b3ac33376bdee3f3541fe8c87eff,与观测值和预测值之间的平均差相关的泰勒的局部非均衡系数,,51c2bc83-4911-4f3c-80d7-7d46b7199ba7,"输入: n-观测点的数量(INT), OBS-观测值的平均数(REAL), PRE-预测值的平均数(REAL), SSPE-预订误差的平方和(REAL) | 输出: Ubias-与观测值和预测值之间的平均差相关的泰勒的局部非均衡系数(REAL)",,Taylor Local Bias Inequality Coefficient
110,b656fa10531f4a92a450870acef2bffd,东黄海秋季浮游动物优势种聚集强度模型--丛生指标I模型,,e02007da-14d1-4d9a-a9f3-3ebcc468e29d,"输入: S2-方差(REAL), X-某个种在站位分布的值(REAL) | 输出: I-丛生指标(REAL)",,"Zooplankton Clumping Index I Model (east Yellow Sea, Autumn)"
111,028e6cd391675caf03f474672404d604,东黄海秋季浮游动物优势种聚集强度模型--优势度Y模型,,cc51f76f-a1c5-4704-96cd-be78eaf80869,"输入: ni-第i个种出现的个体数(INT), fi-第i个种在各个站位出现的频率(REAL), N-出现的总个体数(INT) | 输出: Y-优势度(REAL)",,"Zooplankton Dominance Index Y Model (east Yellow Sea, Autumn)"
112,7c3d20bb73d4705e081229934f771a41,东黄海秋季浮游动物优势种聚集强度模型--平均拥挤度X_1模型,,6b2cb73d-533d-4039-a76f-123845c37067,"输入: S2-方差(REAL), X_-每个种在各站位分布的平均值(REAL) | 输出: X_1-平均拥挤度(REAL)",,"Zooplankton Mean Crowding X₁ Model (east Yellow Sea, Autumn)"
113,4cd6700e7485983074325287387fd5f0,东黄海秋季浮游动物优势种聚集强度模型--扩散指标I模型,,2abe66f6-4e8f-4ec4-b4fa-facae4ba636e,"输入: S2-方差(REAL), X_-每个种在各站位分布的平均值(REAL), N-该优势种的个体总数(REAL) | 输出: I-扩散指标(REAL)",,"Zooplankton Diffusion Index I Model (east Yellow Sea, Autumn)"
114,6a8a3cc57d54fad06112fdd59f9b4e45,东黄海秋季浮游动物优势种聚集强度模型--聚块性指标X_X模型,,9de3d287-295e-4583-8c08-4c33f6eb691e,"输入: S2-方差(REAL), X_-每个种在各站位分布的平均值(REAL) | 输出: X_X-聚块性指标(REAL)",,"Zooplankton Patchiness Index Xx Model (east Yellow Sea, Autumn)"
115,408b6977382ea485f32284e5c63f7e26,两个城市的基于能量成长模型,,79640796-f9a1-4697-95b8-a57b7bbf7e7e,"输入: F-不可再生能源的储量(REAL), Q1-大城市结构(REAL), Q2-小城市结构(REAL), E1-城市1从可再生资源中获得的最大能量流(REAL), E2-城市2从可再生资源中获得的最大能量流(REAL), J0-能源的探明值(REAL), J4-城市1消耗的可再生能量(REAL), J5-城市2消耗的可再生能量(REAL), J2-可再生资源的净增长(REAL), J9-可再生资源的净增长(REAL), J3-不可再生资源的净增长(REAL), J8-不可再生资源的净增长(REAL), J6-折旧(REAL), J7-折旧(REAL), K[]-长度为6的常数数组(REAL_ARRAY), a-幂指数(REAL), b-幂指数(REAL) | 输出: double-模型返回数值数组(NODE)",,Two-City Energy Growth Model
116,383f40d559c78a5f9336d02bd569a3cc,"两个物种混合种植时的竞争模型--两物种混合种植时,有第二个物种竞争导致的产量损失概率",,04cbcf40-9305-464b-a17b-fcbf80b27064,"输入: a-竞争系数(REAL), NB-收割时B植物的密度(REAL), NA-收割时A植物的密度(REAL) | 输出: l-有第二个物种竞争导致的产量损失概率(REAL)",,Two-Species Intercropping Yield Loss Probability Model
117,9d44fa7123f75d4e873fc4120f658112,"两个物种混合种植时的竞争模型--两物种混合种植时,每种植物的平均产量",,1c1c5f34-85a4-47fd-975d-29e4bf02e03e,"输入: wmA-A植物的平均产量(REAL), aA-A植物为获得产量wmA而需要的面积(REAL), NA-收割时A植物的密度(REAL), a-竞争系数(REAL), NB-收割时B植物的密度(REAL), b-种群的资源利用率(REAL) | 输出: wA-两个物种A和B混合种植时每棵植物A的平均产量(REAL)",,Two-Species Intercropping Mean Yield Model
118,f231cbba079ebb58d092bb00919a1d35,"两个物种混合种植时的竞争模型--两物种混合种植时,第二物种对第一物种死亡率的影响",,89a73e5b-5aa6-4d0f-9395-36d4199b3aa9,"输入: NiA-A植物的初始密度(REAL), mA-A植物自然稀疏后的最大可能密度的倒数(REAL), NiB-B植物的初始密度(REAL), rr-第二竞争系数(REAL) | 输出: default_N-NA(REAL)",,Two-Species Intercropping Mortality Effect Model
119,8028c16b03113852261e1ead1a6ea615,两个物种混合种植时的竞争模型--单一栽培时收割后存活的植物数量,,7bcb8fef-76c0-45ed-bc8f-087e3385a3ff,"输入: Ni-初始密度(REAL), m-自然稀疏后的最大可能密度的倒数(REAL) | 输出: N-收割后存活的植物数量(REAL)",,Monoculture Post-Harvest Survivors Model
120,154893f562d9b469dfe896c909b90cd6,两个物种混合种植时的竞争模型--单一栽培植物的平均产量,,64019fbc-f74c-4ed9-956a-dc4b423691d4,"输入: wm-单作植物的平均产量(REAL), N-收割时的植物密度(REAL), a-一种植物为获得产量wm而需要的面积(REAL), b-种群的资源利用率(REAL) | 输出: w-每种植物的平均产量(REAL)",,Monoculture Mean Yield Model
121,64ca403a8df57ea4c03e6c699fdc0ef6,两个物种生长的修正后的logistic方程,,f435c412-a6ca-411e-8f55-79759aebc3e1,"输入: r2-物种S2的内在生长率(REAL), N1-物种S1的个体数量(REAL), K2-物种S2的能力(REAL), N2-物种S2的个体数量(REAL), beta-参数，表示物种S1和S2之间的竞争(REAL) | 输出: dN2-两个物种生长的修正后的logistic方程(REAL)",,Modified Logistic Equation For Two-Species Growth
122,f88a08e19597548581cad67b068df1f0,两个群落的群落系数,,985194d1-e8ef-4c5b-a34f-3bafadcc5476,"输入: s1-分别是群落1和群落2中的物种数量(INT), s2-两个群落中公共物种的数量(INT), sc-参数(INT) | 输出: CC-两个群落的群落系数(REAL)",,Community Coefficient For Two Communities
123,91aa9194ade35b870ed606e51bf193d5,两面模型,,0720fdfd-d0ec-4028-b9a1-e1a493e4fe84,"输入: f-f介质1所占的比例(REAL), Pho1-介质1的反射率(REAL), Pho2-介质2的反射率(REAL) | 输出: TF-单位面积的平均反射率(REAL)",,Two-Surface Reflectance Model
124,d0e7e2ec6fca912260c1d158f9693c66,个体散布指数I,,ebcfdc01-5b57-47c4-8a53-64d1baa4baf4,"输入: N-样品数(INT), x-总个体数(INT), n-样品中的个体数(INT_ARRAY) | 输出: double-个体散布指数I(REAL)",,Individual Dispersion Index I
125,8b9327e15aaf90358d00eb447a7d5f47,中、小型土壤动物-生物量模型,,fe6ee60a-9154-4612-a684-d22ee37e43d6,"输入: W-体形相似种的湿重(REAL), a1-所求种的体长(REAL), b1-所求种的体宽(REAL), a-种的体长(REAL), b-种的体宽(REAL) | 输出: W1-所求种的湿重(REAL)",,Soil Mesofauna Biomass Model
126,0c2976edfb3a2abf6e8cb458af33623b,中心在z=zj的第j个圆柱体的并向量散射振幅,,f49e79ed-1a21-46df-915d-92cf92902847,"输入: fj-中心在z=0的圆柱体的并向量散射振幅(REAL), i-参数(REAL), k0-参数(REAL), zj-参数(REAL) | 输出: double-中心在原点的第j个圆柱体的并向量散射振幅(REAL)",,Copolarized Scattering Amplitude For Jth Cylinder At Z=zj
127,cb62f777848ade56f7d813eaa6f3c118,中肋骨条藻对磷吸收的计算方程,,74ac4a01-7b0c-48c4-8264-eb3e62697ca8,"输入: Vm-最大吸收速度(REAL), S-水体的营养盐浓度(REAL), Ks-Vm/2时营养盐的浓度(REAL) | 输出: double-吸收速度(REAL)",,Phosphate Uptake Equation For Diatoms
128,5512e921bd19f0d37bb0b206c32d5c2b,主成分分析,,acd9fb75-13c8-4776-b552-54b0aef92a40,"输入: A-参数(REAL), B-参数(REAL), C-参数(REAL), beta0-参数(REAL), beta1-参数(REAL), beta2-参数(REAL), gama0-参数(REAL), gama1-参数(REAL), gama2-参数(REAL), AVHRR1-参数(REAL), AVHRR2-参数(REAL) | 输出: MSS-各波段数值(NODE)",,Principal Component Analysis
129,f60a18d28e6bef4bc3924a3e1a6da70b,主要和次要产品方程,,134b73c0-48ee-4e6d-ac40-32e3388b5543,"输入: Vmax-基于地区最大可能主要产品标准(REAL), Kt-依赖于时间的植物生境特征指数(REAL), RCt-植被覆盖度相关的土壤湿润指数(REAL) | 输出: Vt-在t时刻单位面积上的主要产品比率(REAL)",,Primary And Secondary Production Equation
130,b1779ced3c229027cbe009b668eb87d6,主要水分渗透和综合抗干旱指数--渗透势模型,,1cb1396a-ecd0-4507-9e19-e043ea3e237d,"输入: V-溶液体积(REAL), R-参数(REAL), T-绝对温度(REAL), Ns-溶液的渗透有效物质的克分子浓度(REAL) | 输出: Ws-渗透势(REAL)",,Osmotic Potential Model
131,b92c45de07dc46e7839e41eec2e13f24,主要水分渗透和综合抗干旱指数--综合抗旱指数DI模型,,5cf9abd5-e9a5-4c14-ab1a-ada13f4930dc,"输入: P-每一种水分参数各种源的测定值(REAL), P0-诸种源中该水分参数在各次测定中绝对值最大者(REAL), n-参数(INT) | 输出: DI-综合抗旱指数(REAL)",,Comprehensive Drought Resistance Index (DI) Model
132,71d7d256ff555e17bf9e957d3a67fb4c,乡村性指数计算模型,,f61eac6e-f702-47b2-b7f2-6e7cb7fc6edf,"输入: Est[]-t年份s区域城镇特征的指标值(REAL_ARRAY), E0t[]-t年份s区域城镇特征的标准值(REAL_ARRAY), n-指标个数(INT) | 输出: double-t年份s区乡村性指数(REAL)",,Rurality Index Model
133,43135602074178fe94ea2fa70dd5bb0e,乳胶在曝光区段密度S模型,,18050a46-07d5-421c-af4f-467f3f2a300c,"输入: gama-常数(REAL), Hi-Hi曝光量(REAL), aa-成像照度(REAL), EEresult-曝光时间(REAL), tt-直线延长线与横轴交角的正切(REAL) | 输出: SS-区段密度(REAL)",,Emulsion Density S In Exposure Zone Model
134,ebe250b7abbcf77ab1f0db8b22558104,二向反射分布函数模型,,476b4e1f-2728-493e-a184-decccebcdf45,"输入: Fi-辐射通量密度(REAL), r1-二向反射分布函数(REAL), theti-天顶角(REAL) | 输出: Ir-反射辐射(REAL)",,Bidirectional Reflectance Distribution Function Model
135,ee3cba14e946b831f0b697c23ae8f4ad,二次样条函数,,b9a59a68-7a25-4b83-8c03-83723987c7af,"输入: a0-未知参数(REAL), a1-未知参数(REAL), a2-未知参数(REAL), d-未知参数(REAL), b-未知参数(REAL_ARRAY), ksi-未知参数(REAL_ARRAY), n-未知参数(INT) | 输出: double-未知参数(REAL)",,Quadratic Spline Function
136,0ce358ffc4c6c2f86cb1b7eebaf4f0e0,二氧化碳生态系统净流量,,38a2d28c-0723-4c7d-8cf6-d8faadcef55a,"输入: Feddy-二氧化碳的旋转流量(REAL), Fdeltas-与二氧化碳储量变化相关的流量(REAL) | 输出: FCO2-二氧化碳生态系统净流量(REAL)",,Ecosystem Net CO2 Flux
